YEAR_MONTH,ICB_CODE,UNIQUE_PATIENTS,TOTAL_PRESCRIPTIONS
201804,Q61,231,251
201804,Q63,1548,1706
201804,Q64,500,558
201804,Q66,27,27
201804,Q67,1304,1468
201804,Q68,798,831
201804,Q99,585,898
201804,QE1,73001,80267
201804,QF7,56246,63368
201804,QGH,32195,36393
201804,QH8,51562,56466
201804,QHG,38775,42546
201804,QHL,48769,54434
201804,QHM,128492,149074
201804,QJ2,39391,43690
201804,QJG,45612,50369
201804,QJK,47926,54552
201804,QJM,34539,38789
201804,QK1,38836,44766
201804,QKK,52101,57569
201804,QKS,74677,84188
201804,QM7,60118,67279
201804,QMF,59245,65437
201804,QMJ,42510,46924
201804,QMM,45254,50817
201804,QNC,48914,53836
201804,QNQ,28610,31344
201804,QNX,66525,73885
201804,QOC,19430,21340
201804,QOP,119200,134813
201804,QOQ,67383,75256
201804,QOX,33852,38142
201804,QPM,31620,34912
201804,QR1,23867,27391
201804,QRL,67775,75821
201804,QRV,61568,69201
201804,QSL,22701,24982
201804,QT1,42990,48289
201804,QT6,21612,27398
201804,QU9,64959,71678
201804,QUA,47355,52851
201804,QUE,37339,42371
201804,QUY,33543,37972
201804,QVV,32318,36179
201804,QWE,48158,53880
201804,QWO,97668,110062
201804,QWU,37165,40992
201804,QXU,39489,43927
201804,QYG,110587,121176
201805,Q44,12,12
201805,Q45,703,781
201805,Q50,1296,1430
201805,Q52,21,33
201805,Q53,1146,1202
201805,Q55,481,507
201805,Q56,980,1093
201805,Q59,972,1011
201805,Q61,222,259
201805,Q63,1511,1651
201805,Q64,533,565
201805,Q66,54,57
201805,Q67,1276,1442
201805,Q68,617,622
201805,Q99,585,836
201805,QE1,72765,80436
201805,QF7,55637,63218
201805,QGH,32011,36502
201805,QH8,50756,55968
201805,QHG,38826,42785
201805,QHL,49746,55821
201805,QHM,128315,150194
201805,QJ2,38637,43004
201805,QJG,44649,49634
201805,QJK,47290,54006
201805,QJM,34269,38924
201805,QK1,38560,45081
201805,QKK,52998,58990
201805,QKS,72980,82966
201805,QM7,59391,67295
201805,QMF,59610,66091
201805,QMJ,43041,47856
201805,QMM,44933,50920
201805,QNC,47990,53084
201805,QNQ,28457,31449
201805,QNX,64464,72297
201805,QOC,19589,21540
201805,QOP,118499,134643
201805,QOQ,65499,73273
201805,QOX,34021,38659
201805,QPM,31927,35496
201805,QR1,23190,26634
201805,QRL,66777,74068
201805,QRV,61873,69618
201805,QSL,22929,25421
201805,QT1,43480,49252
201805,QT6,21231,26384
201805,QU9,63885,71022
201805,QUA,48618,54628
201805,QUE,37088,42300
201805,QUY,32654,37262
201805,QVV,31454,35521
201805,QWE,48661,54759
201805,QWO,96450,108668
201805,QWU,37474,41651
201805,QXU,38622,42668
201805,QYG,109419,120584
201806,Q44,3,3
201806,Q45,654,704
201806,Q50,673,737
201806,Q52,24,33
201806,Q53,270,285
201806,Q55,399,427
201806,Q56,900,979
201806,Q59,845,906
201806,Q61,180,210
201806,Q63,1457,1637
201806,Q64,527,574
201806,Q67,1063,1220
201806,Q68,507,548
201806,Q99,600,889
201806,QE1,66125,73455
201806,QF7,51811,59321
201806,QGH,30848,34987
201806,QH8,47106,51911
201806,QHG,36072,39790
201806,QHL,47605,53076
201806,QHM,122216,142924
201806,QJ2,36498,40812
201806,QJG,41798,46325
201806,QJK,44402,51049
201806,QJM,33114,37249
201806,QK1,36766,42923
201806,QKK,49654,55382
201806,QKS,68322,77601
201806,QM7,55628,62525
201806,QMF,56419,62887
201806,QMJ,40276,44752
201806,QMM,41772,46880
201806,QNC,45945,50765
201806,QNQ,26250,29172
201806,QNX,61009,68255
201806,QOC,18977,20838
201806,QOP,110509,125693
201806,QOQ,63463,71130
201806,QOX,31529,35710
201806,QPM,30898,34475
201806,QR1,21155,24459
201806,QRL,63047,69511
201806,QRV,58254,65951
201806,QSL,21532,23795
201806,QT1,41707,47077
201806,QT6,20421,25187
201806,QU9,59615,65897
201806,QUA,46367,51886
201806,QUE,34671,39322
201806,QUY,31022,35461
201806,QVV,29972,33839
201806,QWE,45773,51795
201806,QWO,90801,102780
201806,QWU,35428,39314
201806,QXU,36568,40046
201806,QYG,100711,110697
201807,Q45,565,600
201807,Q50,366,386
201807,Q52,45,48
201807,Q53,9,12
201807,Q55,222,228
201807,Q56,926,976
201807,Q59,147,150
201807,Q61,207,245
201807,Q63,966,1077
201807,Q64,520,575
201807,Q67,1091,1255
201807,Q68,480,498
201807,Q99,532,785
201807,QE1,66627,74142
201807,QF7,52411,59919
201807,QGH,31058,35329
201807,QH8,47695,52779
201807,QHG,36480,40055
201807,QHL,46787,52298
201807,QHM,122159,143637
201807,QJ2,36867,41154
201807,QJG,41495,46149
201807,QJK,44831,51428
201807,QJM,33027,37517
201807,QK1,35874,41595
201807,QKK,49906,55608
201807,QKS,68725,77998
201807,QM7,56708,64022
201807,QMF,55108,61677
201807,QMJ,40486,45640
201807,QMM,41889,47279
201807,QNC,45749,50633
201807,QNQ,26043,28960
201807,QNX,61302,68748
201807,QOC,18805,20755
201807,QOP,110974,126586
201807,QOQ,62451,70332
201807,QOX,31773,36338
201807,QPM,30334,33651
201807,QR1,21141,24481
201807,QRL,62745,69649
201807,QRV,56925,64779
201807,QSL,21468,23904
201807,QT1,41522,47011
201807,QT6,20558,25487
201807,QU9,58904,65418
201807,QUA,45462,51178
201807,QUE,34360,39187
201807,QUY,31017,35588
201807,QVV,29441,33451
201807,QWE,45992,51820
201807,QWO,91541,103643
201807,QWU,34882,38654
201807,QXU,35897,39477
201807,QYG,102072,112472
201808,Q45,557,581
201808,Q50,348,365
201808,Q52,3,9
201808,Q53,15,15
201808,Q55,48,54
201808,Q56,949,1047
201808,Q59,60,66
201808,Q61,213,213
201808,Q63,790,877
201808,Q64,459,498
201808,Q67,975,1048
201808,Q68,318,339
201808,Q99,548,834
201808,QE1,66328,73891
201808,QF7,51372,59411
201808,QGH,30004,34443
201808,QH8,46245,51322
201808,QHG,34180,37950
201808,QHL,44666,50162
201808,QHM,120601,142768
201808,QJ2,35927,39947
201808,QJG,41533,46536
201808,QJK,44498,51092
201808,QJM,32133,36715
201808,QK1,35767,41495
201808,QKK,47454,53001
201808,QKS,67702,77206
201808,QM7,54666,61943
201808,QMF,52428,59090
201808,QMJ,37169,41782
201808,QMM,42142,47576
201808,QNC,44474,49738
201808,QNQ,24933,27734
201808,QNX,60900,68485
201808,QOC,17951,19884
201808,QOP,108306,123875
201808,QOQ,62229,70478
201808,QOX,30780,35176
201808,QPM,29291,33167
201808,QR1,21461,24967
201808,QRL,61196,68034
201808,QRV,52925,60509
201808,QSL,21171,23500
201808,QT1,40261,45745
201808,QT6,21168,26009
201808,QU9,58817,65481
201808,QUA,43602,49104
201808,QUE,34136,39255
201808,QUY,30334,35025
201808,QVV,29320,33277
201808,QWE,43724,49503
201808,QWO,88386,100941
201808,QWU,33117,37056
201808,QXU,35557,39398
201808,QYG,98573,109429
201809,Q45,445,466
201809,Q50,390,422
201809,Q52,3,6
201809,Q53,15,15
201809,Q55,39,39
201809,Q56,852,922
201809,Q59,102,105
201809,Q61,129,132
201809,Q63,608,663
201809,Q64,472,567
201809,Q67,963,1052
201809,Q68,324,342
201809,Q99,456,731
201809,QE1,68463,75137
201809,QF7,50338,57129
201809,QGH,30249,34279
201809,QH8,46280,50769
201809,QHG,34652,38587
201809,QHL,46489,51616
201809,QHM,120603,141077
201809,QJ2,35850,39528
201809,QJG,41535,45866
201809,QJK,43834,50103
201809,QJM,32757,37117
201809,QK1,35850,41243
201809,QKK,47871,53276
201809,QKS,67613,76442
201809,QM7,53901,60331
201809,QMF,56010,62344
201809,QMJ,39243,43752
201809,QMM,41335,46431
201809,QNC,45201,49644
201809,QNQ,25415,27882
201809,QNX,60519,67556
201809,QOC,18187,19883
201809,QOP,112859,127056
201809,QOQ,61421,68552
201809,QOX,30112,34059
201809,QPM,29294,32435
201809,QR1,21011,24221
201809,QRL,61595,68368
201809,QRV,55945,63346
201809,QSL,21105,23375
201809,QT1,40262,45177
201809,QT6,20075,24604
201809,QU9,56925,62723
201809,QUA,44845,50108
201809,QUE,33580,38199
201809,QUY,30287,34611
201809,QVV,28467,32045
201809,QWE,44689,50406
201809,QWO,91214,103080
201809,QWU,33462,36962
201809,QXU,35201,38672
201809,QYG,100300,109655
201810,Q45,42,42
201810,Q50,414,429
201810,Q52,9,9
201810,Q53,18,18
201810,Q55,33,36
201810,Q56,503,541
201810,Q59,78,90
201810,Q61,33,33
201810,Q63,249,285
201810,Q64,96,101
201810,Q67,719,748
201810,Q68,87,90
201810,Q99,522,807
201810,QE1,80498,89032
201810,QF7,60129,68591
201810,QGH,35934,40868
201810,QH8,53272,58895
201810,QHG,39206,43356
201810,QHL,54331,60864
201810,QHM,139196,163145
201810,QJ2,41174,45863
201810,QJG,46908,52161
201810,QJK,51515,59180
201810,QJM,37467,42603
201810,QK1,41274,47774
201810,QKK,57689,64176
201810,QKS,78866,89285
201810,QM7,62569,70495
201810,QMF,65388,72676
201810,QMJ,45757,50796
201810,QMM,47063,53178
201810,QNC,52436,58744
201810,QNQ,29617,32708
201810,QNX,69806,78052
201810,QOC,21131,23200
201810,QOP,134131,151870
201810,QOQ,70933,79595
201810,QOX,35043,40227
201810,QPM,33429,37167
201810,QR1,24488,28274
201810,QRL,69921,77463
201810,QRV,67223,75987
201810,QSL,23924,26558
201810,QT1,47386,53635
201810,QT6,22670,28226
201810,QU9,66156,73203
201810,QUA,53351,59592
201810,QUE,38432,43924
201810,QUY,35717,40705
201810,QVV,32827,36956
201810,QWE,52880,59431
201810,QWO,107296,121548
201810,QWU,39933,44393
201810,QXU,41345,45777
201810,QYG,119395,132024
201811,Q45,3,3
201811,Q50,381,407
201811,Q55,12,15
201811,Q56,9,9
201811,Q61,24,24
201811,Q63,3,12
201811,Q64,39,39
201811,Q67,54,57
201811,Q68,54,54
201811,Q99,564,797
201811,QE1,78175,86074
201811,QF7,58245,66448
201811,QGH,34690,39300
201811,QH8,52965,58174
201811,QHG,39584,43627
201811,QHL,52459,58562
201811,QHM,134581,157601
201811,QJ2,40909,45353
201811,QJG,47453,52658
201811,QJK,50525,57729
201811,QJM,37187,42176
201811,QK1,42356,48900
201811,QKK,57857,64087
201811,QKS,78444,88563
201811,QM7,62950,70380
201811,QMF,66201,73047
201811,QMJ,46596,51657
201811,QMM,45768,51489
201811,QNC,52313,57878
201811,QNQ,29772,32705
201811,QNX,68663,76328
201811,QOC,20623,22739
201811,QOP,130690,147178
201811,QOQ,69329,78014
201811,QOX,33848,38345
201811,QPM,33798,37378
201811,QR1,24316,28084
201811,QRL,69302,76539
201811,QRV,69014,77365
201811,QSL,23298,25713
201811,QT1,45869,51567
201811,QT6,21757,26864
201811,QU9,65291,72014
201811,QUA,52780,58286
201811,QUE,38791,44092
201811,QUY,34247,38907
201811,QVV,32360,36384
201811,QWE,52599,59296
201811,QWO,105482,119130
201811,QWU,39101,43242
201811,QXU,41444,45620
201811,QYG,115767,127015
201812,Q45,9,9
201812,Q50,222,239
201812,Q56,6,6
201812,Q61,45,45
201812,Q63,3,9
201812,Q64,30,33
201812,Q68,60,63
201812,Q99,527,783
201812,QE1,78933,87221
201812,QF7,59995,68529
201812,QGH,36445,41483
201812,QH8,57192,63479
201812,QHG,40511,45054
201812,QHL,53815,60535
201812,QHM,136778,160679
201812,QJ2,42437,46911
201812,QJG,49810,55204
201812,QJK,52262,60018
201812,QJM,38958,44091
201812,QK1,42636,48801
201812,QKK,57843,64136
201812,QKS,82427,93530
201812,QM7,65194,73119
201812,QMF,66232,73478
201812,QMJ,47360,52586
201812,QMM,48221,54288
201812,QNC,53551,59252
201812,QNQ,30712,33792
201812,QNX,70793,79283
201812,QOC,21572,23809
201812,QOP,128388,144480
201812,QOQ,72919,82258
201812,QOX,35042,39704
201812,QPM,33492,37068
201812,QR1,25718,29410
201812,QRL,71012,78481
201812,QRV,70487,78962
201812,QSL,25284,28043
201812,QT1,47691,53534
201812,QT6,22678,28263
201812,QU9,67663,75023
201812,QUA,54328,60633
201812,QUE,39440,44859
201812,QUY,34762,39326
201812,QVV,32660,36524
201812,QWE,52854,59066
201812,QWO,108506,122405
201812,QWU,39593,43987
201812,QXU,43695,48124
201812,QYG,118710,130436
201901,Q45,39,39
201901,Q55,3,3
201901,Q59,3,3
201901,Q61,45,48
201901,Q63,6,6
201901,Q64,48,51
201901,Q68,60,63
201901,Q99,584,850
201901,QE1,89929,98720
201901,QF7,69480,78618
201901,QGH,40463,45730
201901,QH8,62953,69231
201901,QHG,46149,50686
201901,QHL,61307,68590
201901,QHM,156705,182266
201901,QJ2,48999,53940
201901,QJG,55292,61092
201901,QJK,58896,66881
201901,QJM,44299,50097
201901,QK1,46978,53975
201901,QKK,66023,72834
201901,QKS,90929,102616
201901,QM7,71442,79886
201901,QMF,74535,82202
201901,QMJ,52516,58130
201901,QMM,53569,60074
201901,QNC,59358,65585
201901,QNQ,33448,36562
201901,QNX,80232,89420
201901,QOC,23843,26261
201901,QOP,147290,165477
201901,QOQ,82170,92240
201901,QOX,38656,43664
201901,QPM,37298,41094
201901,QR1,28230,32084
201901,QRL,77856,86192
201901,QRV,78432,87389
201901,QSL,27997,31010
201901,QT1,55499,62405
201901,QT6,25719,31655
201901,QU9,74458,82563
201901,QUA,61060,67802
201901,QUE,44121,50174
201901,QUY,39200,44250
201901,QVV,36570,40962
201901,QWE,59542,66375
201901,QWO,120044,135034
201901,QWU,44624,49475
201901,QXU,48964,53885
201901,QYG,134023,147642
201902,Q61,57,57
201902,Q63,3,3
201902,Q99,560,820
201902,QE1,75304,82087
201902,QF7,58098,65092
201902,QGH,34621,38643
201902,QH8,54893,59775
201902,QHG,39516,43118
201902,QHL,52789,58528
201902,QHM,131407,152236
201902,QJ2,40282,44305
201902,QJG,46893,51132
201902,QJK,50935,57426
201902,QJM,38310,42842
201902,QK1,40472,46040
201902,QKK,57803,63348
201902,QKS,78634,87934
201902,QM7,63093,69586
201902,QMF,64632,71054
201902,QMJ,46645,51441
201902,QMM,48311,53619
201902,QNC,50501,55104
201902,QNQ,29594,32593
201902,QNX,69581,76942
201902,QOC,21076,22963
201902,QOP,125710,140074
201902,QOQ,68830,76147
201902,QOX,34050,38770
201902,QPM,32779,35896
201902,QR1,23923,27198
201902,QRL,69527,76539
201902,QRV,69998,77790
201902,QSL,23496,25725
201902,QT1,46578,51898
201902,QT6,22448,27112
201902,QU9,64209,70392
201902,QUA,50828,56248
201902,QUE,40657,45818
201902,QUY,33440,37498
201902,QVV,31336,34757
201902,QWE,51943,57671
201902,QWO,102972,115174
201902,QWU,39507,43261
201902,QXU,42680,46441
201902,QYG,111912,122008
201903,Q61,39,39
201903,Q99,572,821
201903,QE1,75266,82732
201903,QF7,57755,65246
201903,QGH,35077,39382
201903,QH8,52578,57592
201903,QHG,39507,43196
201903,QHL,51441,57662
201903,QHM,129827,151831
201903,QJ2,40394,44679
201903,QJG,46798,51985
201903,QJK,50259,57037
201903,QJM,37669,42781
201903,QK1,40780,46680
201903,QKK,55960,61841
201903,QKS,78146,87977
201903,QM7,62158,69298
201903,QMF,63870,70266
201903,QMJ,46986,51967
201903,QMM,47181,52729
201903,QNC,50919,56009
201903,QNQ,29112,31833
201903,QNX,68179,76049
201903,QOC,20784,22763
201903,QOP,123601,138544
201903,QOQ,67939,75999
201903,QOX,34136,38549
201903,QPM,32409,35761
201903,QR1,24353,27725
201903,QRL,68580,75513
201903,QRV,66899,75094
201903,QSL,23607,26094
201903,QT1,46433,52041
201903,QT6,22353,27174
201903,QU9,65483,72267
201903,QUA,50564,56045
201903,QUE,37961,43023
201903,QUY,34730,39157
201903,QVV,32105,35821
201903,QWE,51102,57150
201903,QWO,101225,114191
201903,QWU,39062,42853
201903,QXU,41762,45615
201903,QYG,110292,120911
201904,Q99,540,813
201904,QE1,70009,77552
201904,QF7,54537,61819
201904,QGH,33685,37675
201904,QH8,49515,54766
201904,QHG,36496,40111
201904,QHL,49774,55462
201904,QHM,122194,143304
201904,QJ2,38649,42670
201904,QJG,44161,48576
201904,QJK,47449,53841
201904,QJM,34839,39830
201904,QK1,38393,43965
201904,QKK,53528,58987
201904,QKS,72556,81532
201904,QM7,57812,64477
201904,QMF,58596,64586
201904,QMJ,42528,46973
201904,QMM,44654,50017
201904,QNC,47431,52427
201904,QNQ,26644,29562
201904,QNX,64039,71410
201904,QOC,19425,21372
201904,QOP,115041,129204
201904,QOQ,64113,71944
201904,QOX,32212,36396
201904,QPM,30448,33690
201904,QR1,22655,25849
201904,QRL,65306,71710
201904,QRV,62269,69618
201904,QSL,22484,24724
201904,QT1,42841,48196
201904,QT6,21888,26314
201904,QU9,60117,66292
201904,QUA,49079,54990
201904,QUE,35024,39710
201904,QUY,32006,36114
201904,QVV,30400,33865
201904,QWE,48254,54042
201904,QWO,96347,108317
201904,QWU,36817,40531
201904,QXU,38531,42178
201904,QYG,103909,114262
201905,Q99,576,846
201905,QE1,70701,78104
201905,QF7,53568,61285
201905,QGH,31845,36049
201905,QH8,48035,52882
201905,QHG,36013,39751
201905,QHL,47518,53202
201905,QHM,122626,145001
201905,QJ2,37514,41753
201905,QJG,42832,47623
201905,QJK,46382,53204
201905,QJM,34321,39783
201905,QK1,36576,42529
201905,QKK,51100,56955
201905,QKS,69554,78957
201905,QM7,55458,62563
201905,QMF,57650,63742
201905,QMJ,42131,46779
201905,QMM,43511,48913
201905,QNC,46547,51868
201905,QNQ,26011,28687
201905,QNX,61960,69463
201905,QOC,18851,21014
201905,QOP,114431,129362
201905,QOQ,62610,70768
201905,QOX,31780,36282
201905,QPM,30047,33504
201905,QR1,21987,25388
201905,QRL,63372,70027
201905,QRV,59466,67265
201905,QSL,21281,23551
201905,QT1,41671,47799
201905,QT6,20951,25273
201905,QU9,59810,66371
201905,QUA,45014,51219
201905,QUE,34825,39947
201905,QUY,31309,35459
201905,QVV,29774,33461
201905,QWE,46806,52872
201905,QWO,91991,104415
201905,QWU,34932,38897
201905,QXU,37066,40886
201905,QYG,104405,115568
201906,Q99,531,743
201906,QE1,66402,72931
201906,QF7,49701,56327
201906,QGH,30205,34435
201906,QH8,43321,47481
201906,QHG,33619,36819
201906,QHL,45244,50569
201906,QHM,114460,133952
201906,QJ2,35276,38879
201906,QJG,39899,44042
201906,QJK,43281,49346
201906,QJM,31812,36363
201906,QK1,35117,40345
201906,QKK,48455,53679
201906,QKS,64932,74017
201906,QM7,51862,58221
201906,QMF,52587,58058
201906,QMJ,39117,43348
201906,QMM,41291,46198
201906,QNC,44079,48773
201906,QNQ,24093,26545
201906,QNX,58573,65390
201906,QOC,18120,19991
201906,QOP,105949,118705
201906,QOQ,59446,66846
201906,QOX,29259,33218
201906,QPM,28423,31818
201906,QR1,20843,23899
201906,QRL,59714,66042
201906,QRV,55883,63228
201906,QSL,20793,23123
201906,QT1,38648,44440
201906,QT6,20094,23881
201906,QU9,55230,61044
201906,QUA,41750,46838
201906,QUE,32572,37032
201906,QUY,29549,33327
201906,QVV,28276,31545
201906,QWE,43461,48741
201906,QWO,85968,97116
201906,QWU,33627,37330
201906,QXU,34588,38053
201906,QYG,99490,109038
201907,Q99,489,762
201907,QE1,69573,77395
201907,QF7,52406,59713
201907,QGH,31936,36332
201907,QH8,46990,51943
201907,QHG,36074,39758
201907,QHL,48701,54760
201907,QHM,121333,142791
201907,QJ2,39421,43711
201907,QJG,42487,47198
201907,QJK,44133,50647
201907,QJM,34380,39530
201907,QK1,37885,43570
201907,QKK,51681,57359
201907,QKS,71068,79885
201907,QM7,56728,64126
201907,QMF,56503,62580
201907,QMJ,41964,46529
201907,QMM,42972,48277
201907,QNC,46666,51961
201907,QNQ,25683,28236
201907,QNX,60918,68517
201907,QOC,19349,21492
201907,QOP,112965,127744
201907,QOQ,62602,70913
201907,QOX,30279,34620
201907,QPM,30570,34026
201907,QR1,21263,24586
201907,QRL,62035,68679
201907,QRV,59282,67207
201907,QSL,21316,23598
201907,QT1,43064,49880
201907,QT6,21609,25682
201907,QU9,58667,65672
201907,QUA,44506,50730
201907,QUE,35359,40391
201907,QUY,30119,34100
201907,QVV,29080,32869
201907,QWE,46689,52659
201907,QWO,92506,105088
201907,QWU,35653,39609
201907,QXU,36528,40507
201907,QYG,104504,115358
201908,Q99,464,739
201908,QE1,66189,74678
201908,QF7,50692,58670
201908,QGH,31496,36079
201908,QH8,44012,49032
201908,QHG,33025,36719
201908,QHL,46469,52554
201908,QHM,117687,139979
201908,QJ2,36516,40651
201908,QJG,40234,45584
201908,QJK,43919,51223
201908,QJM,33134,38072
201908,QK1,37510,43159
201908,QKK,47402,52986
201908,QKS,64107,75054
201908,QM7,52650,59855
201908,QMF,50854,57095
201908,QMJ,37310,42270
201908,QMM,41602,47261
201908,QNC,43869,49758
201908,QNQ,24538,27537
201908,QNX,61223,70482
201908,QOC,18264,20431
201908,QOP,107306,122835
201908,QOQ,60876,69676
201908,QOX,29941,34812
201908,QPM,29323,32869
201908,QR1,21082,25029
201908,QRL,61077,68433
201908,QRV,52767,60436
201908,QSL,20487,22835
201908,QT1,39355,45905
201908,QT6,20691,24679
201908,QU9,55674,62612
201908,QUA,42411,48862
201908,QUE,32922,38177
201908,QUY,30451,35423
201908,QVV,27642,31626
201908,QWE,42211,48131
201908,QWO,87473,100009
201908,QWU,34653,38937
201908,QXU,35172,39266
201908,QYG,97724,108698
201909,Q99,478,672
201909,QE1,70346,77538
201909,QF7,51528,58508
201909,QGH,30835,34777
201909,QH8,44335,48869
201909,QHG,33781,37041
201909,QHL,48226,53713
201909,QHM,119526,139866
201909,QJ2,37261,41149
201909,QJG,40582,44734
201909,QJK,43571,50114
201909,QJM,32535,37300
201909,QK1,37510,43071
201909,QKK,49080,54388
201909,QKS,67376,75751
201909,QM7,52761,59336
201909,QMF,54579,60296
201909,QMJ,39120,43751
201909,QMM,41880,46681
201909,QNC,45592,50784
201909,QNQ,25410,27801
201909,QNX,58932,65967
201909,QOC,18737,20548
201909,QOP,112750,126550
201909,QOQ,61286,68885
201909,QOX,30157,34488
201909,QPM,29030,32184
201909,QR1,21509,24658
201909,QRL,61106,67209
201909,QRV,56439,63884
201909,QSL,20736,22881
201909,QT1,40627,46993
201909,QT6,20578,24177
201909,QU9,57055,63626
201909,QUA,44085,49153
201909,QUE,32458,36947
201909,QUY,29473,33360
201909,QVV,28698,32254
201909,QWE,44921,50764
201909,QWO,90989,103138
201909,QWU,34459,38474
201909,QXU,35475,39241
201909,QYG,100992,111238
201910,Q99,535,780
201910,QE1,80462,88785
201910,QF7,60806,69218
201910,QGH,35629,40278
201910,QH8,52060,57473
201910,QHG,40026,43991
201910,QHL,56288,62906
201910,QHM,136930,160708
201910,QJ2,42716,47379
201910,QJG,46876,51989
201910,QJK,49955,57412
201910,QJM,38120,44130
201910,QK1,42104,48442
201910,QKK,57514,63770
201910,QKS,74800,84646
201910,QM7,61723,69691
201910,QMF,64306,70860
201910,QMJ,45991,51039
201910,QMM,47368,53089
201910,QNC,52056,57755
201910,QNQ,30277,33367
201910,QNX,69273,78313
201910,QOC,21643,23848
201910,QOP,131106,147273
201910,QOQ,70597,79776
201910,QOX,34592,39479
201910,QPM,33406,36881
201910,QR1,24967,28637
201910,QRL,70321,77620
201910,QRV,67906,76436
201910,QSL,23448,26074
201910,QT1,46933,54741
201910,QT6,23417,27503
201910,QU9,65860,73417
201910,QUA,51983,57991
201910,QUE,38603,44260
201910,QUY,35115,39606
201910,QVV,32809,36903
201910,QWE,52464,58854
201910,QWO,106830,120958
201910,QWU,38959,43547
201910,QXU,41299,45421
201910,QYG,118521,130352
201911,Q99,515,786
201911,QE1,81116,88798
201911,QF7,59894,67589
201911,QGH,35118,39409
201911,QH8,52667,57867
201911,QHG,39917,43883
201911,QHL,55734,61901
201911,QHM,137108,158783
201911,QJ2,42458,46736
201911,QJG,47161,52280
201911,QJK,49598,56668
201911,QJM,38126,43518
201911,QK1,42272,48251
201911,QKK,58906,64612
201911,QKS,80036,89719
201911,QM7,62464,70167
201911,QMF,66255,72444
201911,QMJ,47193,51989
201911,QMM,46377,51799
201911,QNC,51953,56951
201911,QNQ,29692,32496
201911,QNX,67831,75937
201911,QOC,21424,23451
201911,QOP,133685,148536
201911,QOQ,69924,78420
201911,QOX,34629,38938
201911,QPM,32806,36174
201911,QR1,24911,28200
201911,QRL,69597,76381
201911,QRV,70714,78705
201911,QSL,23736,26156
201911,QT1,45685,53202
201911,QT6,23071,26767
201911,QU9,67329,74179
201911,QUA,50888,55735
201911,QUE,37863,43482
201911,QUY,34815,38984
201911,QVV,31969,35689
201911,QWE,53442,59625
201911,QWO,105015,118388
201911,QWU,39255,43414
201911,QXU,42210,46067
201911,QYG,119572,130577
201912,Q99,550,798
201912,QE1,88078,96758
201912,QF7,65997,74721
201912,QGH,40287,45389
201912,QH8,59759,65678
201912,QHG,44864,49204
201912,QHL,60949,67992
201912,QHM,146770,171144
201912,QJ2,47300,52398
201912,QJG,52661,58517
201912,QJK,55080,62932
201912,QJM,43332,49552
201912,QK1,47129,53962
201912,QKK,63903,70082
201912,QKS,89191,99924
201912,QM7,70726,79026
201912,QMF,75307,81859
201912,QMJ,51391,56558
201912,QMM,51859,58299
201912,QNC,58064,64098
201912,QNQ,32975,36149
201912,QNX,74383,83818
201912,QOC,24044,26381
201912,QOP,141863,158666
201912,QOQ,79416,89062
201912,QOX,38512,43560
201912,QPM,36703,40491
201912,QR1,27503,30960
201912,QRL,74202,81667
201912,QRV,77992,86957
201912,QSL,26367,29123
201912,QT1,51626,60367
201912,QT6,25591,29859
201912,QU9,73511,81454
201912,QUA,57643,63557
201912,QUE,42104,48251
201912,QUY,37275,41869
201912,QVV,34875,39005
201912,QWE,58829,65458
201912,QWO,114282,129016
201912,QWU,44885,49872
201912,QXU,45891,50188
201912,QYG,132455,145536
202001,Q99,486,647
202001,QE1,88019,96657
202001,QF7,66320,75447
202001,QGH,41314,46205
202001,QH8,60394,66493
202001,QHG,44623,49040
202001,QHL,59999,66965
202001,QHM,149727,174650
202001,QJ2,48575,53855
202001,QJG,54352,60245
202001,QJK,57399,65575
202001,QJM,43412,49694
202001,QK1,46115,52968
202001,QKK,63891,69987
202001,QKS,86544,96999
202001,QM7,70812,79229
202001,QMF,71591,78247
202001,QMJ,51717,56824
202001,QMM,53192,60039
202001,QNC,57361,63263
202001,QNQ,32140,35315
202001,QNX,77812,87426
202001,QOC,24585,26928
202001,QOP,141138,157651
202001,QOQ,79180,88700
202001,QOX,39640,44885
202001,QPM,36761,40642
202001,QR1,28665,32416
202001,QRL,78000,85600
202001,QRV,77648,86097
202001,QSL,27024,29917
202001,QT1,51247,60012
202001,QT6,26813,31725
202001,QU9,72979,80806
202001,QUA,56572,62369
202001,QUE,42512,48950
202001,QUY,39065,43798
202001,QVV,36880,41221
202001,QWE,58570,65138
202001,QWO,114260,128789
202001,QWU,45485,50515
202001,QXU,46477,50826
202001,QYG,131253,144189
202002,Q99,516,765
202002,QE1,73041,79527
202002,QF7,54972,61904
202002,QGH,34308,38231
202002,QH8,51902,56439
202002,QHG,38517,42038
202002,QHL,51509,57139
202002,QHM,125905,145299
202002,QJ2,40046,43746
202002,QJG,47164,51859
202002,QJK,48446,54939
202002,QJM,37039,42170
202002,QK1,39260,44421
202002,QKK,55892,61186
202002,QKS,75785,84308
202002,QM7,61362,68366
202002,QMF,61808,67416
202002,QMJ,44557,49066
202002,QMM,47146,52535
202002,QNC,48481,53238
202002,QNQ,28437,30992
202002,QNX,68676,76571
202002,QOC,20314,22149
202002,QOP,119319,132022
202002,QOQ,66351,73594
202002,QOX,33922,38073
202002,QPM,32237,35401
202002,QR1,24421,27571
202002,QRL,68797,74792
202002,QRV,68808,76056
202002,QSL,23078,25478
