YEAR_MONTH,ICB_CODE,UNIQUE_PATIENTS,TOTAL_PRESCRIPTIONS
201504,Q44,1378,1625
201504,Q45,6856,7879
201504,Q46,3,3
201504,Q50,1807,2157
201504,Q52,2316,2823
201504,Q53,2207,2559
201504,Q54,2746,3397
201504,Q55,5118,6146
201504,Q56,2769,3273
201504,Q58,987,1162
201504,Q59,3044,3706
201504,Q61,2710,3048
201504,Q63,7415,9416
201504,Q64,3296,3833
201504,Q65,2004,2445
201504,Q66,3970,4828
201504,Q67,5137,6030
201504,Q68,6263,7385
201504,Q69,897,1088
201504,Q99,470,953
201504,QE1,79563,90950
201504,QF7,65696,75706
201504,QGH,32517,37912
201504,QH8,51926,60775
201504,QHG,41247,47371
201504,QHL,53508,62454
201504,QHM,137980,169379
201504,QJ2,40979,46781
201504,QJG,45366,54139
201504,QJK,44397,55151
201504,QJM,34609,40369
201504,QK1,42644,49935
201504,QKK,57427,65569
201504,QKS,76423,89843
201504,QM7,62845,73246
201504,QMF,67009,77370
201504,QMJ,44172,50611
201504,QMM,43358,51885
201504,QNC,52072,60067
201504,QNQ,31163,35424
201504,QNX,65492,76592
201504,QOC,20826,24206
201504,QOP,129231,152010
201504,QOQ,72422,85713
201504,QOX,33704,39960
201504,QPM,32956,37721
201504,QR1,26352,31341
201504,QRL,70057,82416
201504,QRV,70686,82470
201504,QSL,23445,28362
201504,QT1,43350,52291
201504,QT6,20692,29954
201504,QU9,66054,76433
201504,QUA,53264,63046
201504,QUE,37945,45373
201504,QUY,35201,41738
201504,QVV,33327,40279
201504,QWE,51074,61441
201504,QWO,106623,124093
201504,QWU,40515,46381
201504,QXU,39320,46894
201504,QYG,117600,135782
201505,Q44,1252,1493
201505,Q45,6283,7157
201505,Q50,1436,1740
201505,Q52,2132,2564
201505,Q53,2106,2474
201505,Q54,1728,2110
201505,Q55,4716,5656
201505,Q56,2568,3004
201505,Q58,897,1052
201505,Q59,2959,3521
201505,Q61,2403,2744
201505,Q63,6772,8148
201505,Q64,3071,3615
201505,Q65,1880,2160
201505,Q66,3895,4850
201505,Q67,4551,5564
201505,Q68,5571,6616
201505,Q69,907,1073
201505,Q99,500,974
201505,QE1,74351,85046
201505,QF7,59362,68640
201505,QGH,29185,34582
201505,QH8,47732,56106
201505,QHG,38569,43945
201505,QHL,51448,59833
201505,QHM,127695,155999
201505,QJ2,37559,43131
201505,QJG,42297,50312
201505,QJK,40905,50935
201505,QJM,31291,36519
201505,QK1,40223,47034
201505,QKK,52790,60762
201505,QKS,68784,81204
201505,QM7,56968,66200
201505,QMF,62025,71848
201505,QMJ,40627,46645
201505,QMM,40676,48189
201505,QNC,48100,55638
201505,QNQ,28650,32881
201505,QNX,60669,71072
201505,QOC,19150,22332
201505,QOP,117922,138589
201505,QOQ,66868,79312
201505,QOX,31235,37503
201505,QPM,30752,34897
201505,QR1,24322,29143
201505,QRL,64547,76637
201505,QRV,64266,75363
201505,QSL,21772,26308
201505,QT1,40115,48464
201505,QT6,18895,27650
201505,QU9,61431,71425
201505,QUA,49584,58675
201505,QUE,35131,41921
201505,QUY,32774,38620
201505,QVV,30898,37476
201505,QWE,46828,55913
201505,QWO,97024,113085
201505,QWU,37178,42525
201505,QXU,35908,42315
201505,QYG,107106,123813
201506,Q44,1057,1312
201506,Q45,5784,6673
201506,Q46,12,12
201506,Q50,1563,1810
201506,Q52,2229,2691
201506,Q53,2079,2584
201506,Q54,1727,2084
201506,Q55,3816,4711
201506,Q56,2462,2906
201506,Q58,969,1128
201506,Q59,2902,3446
201506,Q61,2567,2890
201506,Q63,6997,8323
201506,Q64,3142,3753
201506,Q65,1779,2050
201506,Q66,3704,4681
201506,Q67,4662,5574
201506,Q68,5483,6595
201506,Q69,872,1025
201506,Q99,565,1006
201506,QE1,75125,86005
201506,QF7,60604,70112
201506,QGH,30239,35827
201506,QH8,48203,56473
201506,QHG,39172,44781
201506,QHL,52320,60676
201506,QHM,130299,160352
201506,QJ2,39119,45241
201506,QJG,41851,50204
201506,QJK,42477,53105
201506,QJM,32153,37566
201506,QK1,40842,48014
201506,QKK,54672,62869
201506,QKS,71548,84536
201506,QM7,58943,68460
201506,QMF,63023,73232
201506,QMJ,41779,48039
201506,QMM,41980,49693
201506,QNC,49673,57184
201506,QNQ,28819,33095
201506,QNX,61861,72589
201506,QOC,19821,23208
201506,QOP,121104,142453
201506,QOQ,67576,80333
201506,QOX,32064,37990
201506,QPM,31889,36642
201506,QR1,25216,29922
201506,QRL,66989,79402
201506,QRV,65703,77019
201506,QSL,22047,26617
201506,QT1,41666,50434
201506,QT6,19199,27661
201506,QU9,63703,74283
201506,QUA,50507,59709
201506,QUE,36086,43143
201506,QUY,34049,39995
201506,QVV,31316,37830
201506,QWE,48155,57044
201506,QWO,99545,116828
201506,QWU,37725,43780
201506,QXU,37289,43929
201506,QYG,111259,128564
201507,Q44,1007,1190
201507,Q45,6119,7086
201507,Q50,1567,1824
201507,Q52,2213,2643
201507,Q53,2079,2587
201507,Q54,1670,2068
201507,Q55,3975,4829
201507,Q56,2489,2975
201507,Q58,875,1080
201507,Q59,3012,3591
201507,Q61,2076,2417
201507,Q63,6601,7892
201507,Q64,2972,3519
201507,Q65,1631,1872
201507,Q66,3768,4720
201507,Q67,4556,5439
201507,Q68,4903,5908
201507,Q69,878,1076
201507,Q99,626,869
201507,QE1,76009,87327
201507,QF7,59632,69437
201507,QGH,30251,36010
201507,QH8,49120,58420
201507,QHG,39537,45516
201507,QHL,50685,59174
201507,QHM,128859,159530
201507,QJ2,40091,46071
201507,QJG,42806,51024
201507,QJK,41665,52127
201507,QJM,31940,37704
201507,QK1,39507,46914
201507,QKK,53805,62845
201507,QKS,71157,84759
201507,QM7,58064,67801
201507,QMF,61956,72293
201507,QMJ,42235,48822
201507,QMM,41914,49907
201507,QNC,49745,57803
201507,QNQ,28676,33945
201507,QNX,62550,73625
201507,QOC,19343,22755
201507,QOP,119920,142503
201507,QOQ,67306,80353
201507,QOX,31816,38157
201507,QPM,31511,36482
201507,QR1,25619,30352
201507,QRL,67037,79429
201507,QRV,64384,76014
201507,QSL,21908,26571
201507,QT1,41158,50005
201507,QT6,19588,28809
201507,QU9,63114,73759
201507,QUA,50414,59918
201507,QUE,36033,43417
201507,QUY,33941,39848
201507,QVV,30684,37317
201507,QWE,47136,56363
201507,QWO,99099,116568
201507,QWU,37905,43924
201507,QXU,37694,44261
201507,QYG,111162,128572
201508,Q44,945,1123
201508,Q45,5417,6250
201508,Q50,1465,1681
201508,Q52,1939,2327
201508,Q53,1962,2336
201508,Q54,479,518
201508,Q55,3259,4105
201508,Q56,2314,2736
201508,Q58,852,1040
201508,Q59,2549,3076
201508,Q61,1654,1863
201508,Q63,5801,6957
201508,Q64,2713,3268
201508,Q65,1544,1749
201508,Q66,3208,4032
201508,Q67,3902,4648
201508,Q68,4553,5420
201508,Q69,766,945
201508,Q99,569,1013
201508,QE1,65482,74817
201508,QF7,51671,59595
201508,QGH,26182,31256
201508,QH8,41995,49550
201508,QHG,34133,39139
201508,QHL,44025,51199
201508,QHM,112076,137694
201508,QJ2,34536,39859
201508,QJG,37602,44494
201508,QJK,37935,47426
201508,QJM,28410,33493
201508,QK1,34468,40503
201508,QKK,45788,52762
201508,QKS,62837,74128
201508,QM7,51061,59374
201508,QMF,52140,60813
201508,QMJ,35271,40858
201508,QMM,37733,44742
201508,QNC,42076,48742
201508,QNQ,24752,28651
201508,QNX,56223,65810
201508,QOC,17105,19920
201508,QOP,104006,121946
201508,QOQ,58479,69731
201508,QOX,28004,33338
201508,QPM,27467,31402
201508,QR1,21876,25841
201508,QRL,59023,69557
201508,QRV,54140,63751
201508,QSL,19881,23856
201508,QT1,35680,43173
201508,QT6,17764,25846
201508,QU9,55482,64564
201508,QUA,43708,51513
201508,QUE,31401,37132
201508,QUY,29266,34387
201508,QVV,27862,33737
201508,QWE,40611,48447
201508,QWO,84645,98864
201508,QWU,32165,37176
201508,QXU,32744,38492
201508,QYG,95129,108861
201509,Q44,986,1168
201509,Q45,5691,6598
201509,Q50,1584,1783
201509,Q52,1934,2314
201509,Q53,2139,2597
201509,Q54,531,596
201509,Q55,3583,4394
201509,Q56,2509,2950
201509,Q58,946,1154
201509,Q59,2962,3515
201509,Q61,1893,2152
201509,Q63,6771,7920
201509,Q64,3121,3698
201509,Q65,1790,2016
201509,Q66,3740,4686
201509,Q67,4259,5150
201509,Q68,5033,6046
201509,Q69,867,1046
201509,Q99,565,913
201509,QE1,72959,83242
201509,QF7,58891,68101
201509,QGH,29129,34652
201509,QH8,48965,57586
201509,QHG,38121,43469
201509,QHL,49957,57916
201509,QHM,123413,152184
201509,QJ2,37947,43626
201509,QJG,42765,50835
201509,QJK,41457,51565
201509,QJM,30342,35967
201509,QK1,39922,47076
201509,QKK,53029,60954
201509,QKS,70010,82947
201509,QM7,58140,68354
201509,QMF,60565,69621
201509,QMJ,40607,46999
201509,QMM,41208,49189
201509,QNC,47336,54822
201509,QNQ,28850,33103
201509,QNX,62190,72365
201509,QOC,18936,21898
201509,QOP,117846,138361
201509,QOQ,63905,76087
201509,QOX,31099,37040
201509,QPM,29988,34575
201509,QR1,23988,28469
201509,QRL,66159,78120
201509,QRV,65702,76787
201509,QSL,21555,25758
201509,QT1,39631,48046
201509,QT6,19096,27373
201509,QU9,62382,72316
201509,QUA,49009,57566
201509,QUE,34656,40969
201509,QUY,32518,38136
201509,QVV,31011,37141
201509,QWE,46891,55742
201509,QWO,96690,113463
201509,QWU,36999,42519
201509,QXU,37173,43585
201509,QYG,108327,124474
201510,Q44,1105,1286
201510,Q45,5962,6831
201510,Q50,1701,1932
201510,Q52,2329,2638
201510,Q53,2218,2636
201510,Q54,657,744
201510,Q55,3763,4602
201510,Q56,2783,3213
201510,Q58,1012,1164
201510,Q59,3129,3573
201510,Q61,2241,2466
201510,Q63,7533,8792
201510,Q64,3306,3838
201510,Q65,1256,1382
201510,Q66,4016,4794
201510,Q67,4671,5662
201510,Q68,4586,5369
201510,Q69,923,1092
201510,Q99,652,1103
201510,QE1,80381,91571
201510,QF7,65084,74806
201510,QGH,32131,38507
201510,QH8,55319,63538
201510,QHG,42728,48226
201510,QHL,55932,64547
201510,QHM,137627,166145
201510,QJ2,41417,47358
201510,QJG,46699,54932
201510,QJK,46248,55912
201510,QJM,33739,39492
201510,QK1,43915,51211
201510,QKK,59778,67968
201510,QKS,78247,91941
201510,QM7,64485,74097
201510,QMF,69056,78379
201510,QMJ,46754,53288
201510,QMM,46639,54346
201510,QNC,51614,59558
201510,QNQ,32007,36533
201510,QNX,68775,78981
201510,QOC,21177,24469
201510,QOP,131037,152651
201510,QOQ,73410,85513
201510,QOX,34422,40096
201510,QPM,32361,36967
201510,QR1,26607,31280
201510,QRL,72867,84873
201510,QRV,75902,86527
201510,QSL,23810,27995
201510,QT1,45347,54071
201510,QT6,20127,29242
201510,QU9,68593,78519
201510,QUA,55957,65619
201510,QUE,39508,46344
201510,QUY,37068,43137
201510,QVV,34206,40711
201510,QWE,52486,61346
201510,QWO,107709,123802
201510,QWU,41761,47847
201510,QXU,42421,48645
201510,QYG,120024,136696
201511,Q44,1080,1287
201511,Q45,5958,6680
201511,Q50,1686,1881
201511,Q52,2185,2402
201511,Q53,2244,2604
201511,Q54,652,703
201511,Q55,3437,4186
201511,Q56,2718,3101
201511,Q58,1023,1090
201511,Q59,3109,3550
201511,Q61,1991,2235
201511,Q63,7605,8700
201511,Q64,3280,3724
201511,Q65,1161,1276
201511,Q66,3998,4744
201511,Q67,4675,5432
201511,Q68,4426,5100
201511,Q69,854,988
201511,Q99,647,1014
201511,QE1,79941,90381
201511,QF7,63526,72222
201511,QGH,30960,36805
201511,QH8,56366,62815
201511,QHG,44111,49055
201511,QHL,56537,64159
201511,QHM,135392,159731
201511,QJ2,41216,46231
201511,QJG,48711,55711
201511,QJK,46323,55154
201511,QJM,33321,38143
201511,QK1,44726,51867
201511,QKK,59989,67672
201511,QKS,77979,90786
201511,QM7,66711,75228
201511,QMF,69552,78159
201511,QMJ,47719,53578
201511,QMM,47237,53042
201511,QNC,51153,59298
201511,QNQ,31504,35858
201511,QNX,67035,76139
201511,QOC,20832,23528
201511,QOP,133098,153594
201511,QOQ,73172,82751
201511,QOX,33585,38351
201511,QPM,31873,35566
201511,QR1,25939,30132
201511,QRL,72986,83386
201511,QRV,78705,88097
201511,QSL,23541,26928
201511,QT1,45755,53003
201511,QT6,18651,28001
201511,QU9,69202,77692
201511,QUA,55071,63556
201511,QUE,39736,45356
201511,QUY,36060,41428
201511,QVV,34348,39422
201511,QWE,52543,60331
201511,QWO,108759,123304
201511,QWU,41167,46246
201511,QXU,42418,47608
201511,QYG,118957,133762
201512,Q44,1182,1354
201512,Q45,6700,7498
201512,Q50,1723,1945
201512,Q52,2083,2339
201512,Q53,2482,2957
201512,Q54,668,715
201512,Q55,3791,4482
201512,Q56,2970,3318
201512,Q58,1121,1226
201512,Q59,3610,4113
201512,Q61,2016,2204
201512,Q63,8267,9582
201512,Q64,3742,4306
201512,Q65,1327,1521
201512,Q66,4524,5477
201512,Q67,5106,5923
201512,Q68,5161,6115
201512,Q69,972,1087
201512,Q99,626,1034
201512,QE1,86323,98613
201512,QF7,70997,81566
201512,QGH,35915,43181
201512,QH8,66124,73587
201512,QHG,48759,54639
201512,QHL,62131,70821
201512,QHM,154420,183607
201512,QJ2,46327,52381
201512,QJG,54321,62545
201512,QJK,52970,63807
201512,QJM,39228,44875
201512,QK1,47631,55672
201512,QKK,63954,72370
201512,QKS,89314,104112
201512,QM7,75705,86290
201512,QMF,75838,85397
201512,QMJ,51065,57484
201512,QMM,53836,61211
201512,QNC,59012,68970
201512,QNQ,34849,40065
201512,QNX,77230,88691
201512,QOC,24128,27443
201512,QOP,145731,170962
201512,QOQ,83243,94755
201512,QOX,38370,44194
201512,QPM,35281,39962
201512,QR1,29364,34419
201512,QRL,80675,92924
201512,QRV,83805,94484
201512,QSL,26977,31005
201512,QT1,50837,59258
201512,QT6,20968,32706
201512,QU9,76104,86486
201512,QUA,59605,69627
201512,QUE,44571,51561
201512,QUY,40228,46581
201512,QVV,38272,44124
201512,QWE,56685,65523
201512,QWO,120622,137160
201512,QWU,45709,51954
201512,QXU,47125,53612
201512,QYG,134719,153250
201601,Q44,1157,1291
201601,Q45,6362,6992
201601,Q50,1777,1984
201601,Q52,2111,2318
201601,Q53,2252,2694
201601,Q54,658,709
201601,Q55,3336,3930
201601,Q56,2727,3094
201601,Q58,1061,1138
201601,Q59,3065,3470
201601,Q61,2110,2339
201601,Q63,7777,8868
201601,Q64,3507,3913
201601,Q65,1344,1494
201601,Q66,4280,5173
201601,Q67,4982,5739
201601,Q68,4706,5459
201601,Q69,901,1064
201601,Q99,611,1026
201601,QE1,85722,96523
201601,QF7,68916,77724
201601,QGH,35071,41533
201601,QH8,63101,71114
201601,QHG,45974,51165
201601,QHL,58954,67149
201601,QHM,150325,175884
201601,QJ2,44695,50152
201601,QJG,51507,58332
201601,QJK,50022,58910
201601,QJM,36498,41195
201601,QK1,46906,54238
201601,QKK,62608,69885
201601,QKS,82796,95511
201601,QM7,71607,80487
201601,QMF,72705,81623
201601,QMJ,49526,54947
201601,QMM,50574,56701
201601,QNC,57818,65975
201601,QNQ,33726,38120
201601,QNX,72640,82716
201601,QOC,23163,26008
201601,QOP,139626,160935
201601,QOQ,81228,91287
201601,QOX,36462,41350
201601,QPM,33822,37727
201601,QR1,28675,33194
201601,QRL,77070,87880
201601,QRV,80801,90576
201601,QSL,26272,29706
201601,QT1,49700,56803
201601,QT6,20382,31808
201601,QU9,72786,81327
201601,QUA,59589,68550
201601,QUE,42349,48418
201601,QUY,39505,45246
201601,QVV,37463,42915
201601,QWE,54397,62221
201601,QWO,115712,130095
201601,QWU,44563,49882
201601,QXU,44819,50589
201601,QYG,132960,148797
201602,Q44,1313,1483
201602,Q45,6346,6915
201602,Q50,1676,1876
201602,Q52,2249,2741
201602,Q53,2509,2904
201602,Q54,612,667
201602,Q55,3347,3957
201602,Q56,2517,2868
201602,Q58,1035,1095
201602,Q59,3144,3860
201602,Q61,1967,2148
201602,Q63,8199,9276
201602,Q64,3452,3882
201602,Q65,1388,1600
201602,Q66,4296,5113
201602,Q67,5307,6024
201602,Q68,4523,5333
201602,Q69,849,1003
201602,Q99,734,1122
201602,QE1,86213,96278
201602,QF7,68609,77325
201602,QGH,36017,42502
201602,QH8,63302,69715
201602,QHG,49064,54159
201602,QHL,59474,67034
201602,QHM,150184,174495
201602,QJ2,45637,50800
201602,QJG,52716,59540
201602,QJK,51766,60629
201602,QJM,37747,42433
201602,QK1,48022,54720
201602,QKK,65560,73081
201602,QKS,88364,101719
201602,QM7,75637,84289
201602,QMF,77263,85724
201602,QMJ,52183,57642
201602,QMM,52040,57830
201602,QNC,58305,65863
201602,QNQ,35673,39857
201602,QNX,76284,86060
201602,QOC,23626,26320
201602,QOP,139615,160085
201602,QOQ,81850,91425
201602,QOX,36815,41676
201602,QPM,35606,39492
201602,QR1,29356,33845
201602,QRL,80405,90776
201602,QRV,85677,95241
201602,QSL,26803,30349
201602,QT1,50057,57378
201602,QT6,20109,31110
201602,QU9,74830,83152
201602,QUA,59306,67371
201602,QUE,44350,50314
201602,QUY,40442,46168
201602,QVV,38101,43438
201602,QWE,57920,65972
201602,QWO,116572,130805
201602,QWU,45491,50347
201602,QXU,47049,52418
201602,QYG,132125,146897
201603,Q44,1322,1448
201603,Q45,7330,8068
201603,Q50,1791,1973
201603,Q52,2068,2327
201603,Q53,2554,2926
201603,Q54,596,636
201603,Q55,3601,4221
201603,Q56,2987,3328
201603,Q58,1050,1110
201603,Q59,3534,4345
201603,Q61,1976,2190
201603,Q63,8624,9962
201603,Q64,3587,4015
201603,Q65,1491,1666
201603,Q66,4628,5594
201603,Q67,5323,6108
201603,Q68,4820,5494
201603,Q69,966,1055
201603,Q99,687,1109
201603,QE1,89763,100377
201603,QF7,70660,79635
201603,QGH,36814,42811
201603,QH8,66936,75178
201603,QHG,50404,55729
201603,QHL,61033,69131
201603,QHM,154374,181019
201603,QJ2,47593,53423
201603,QJG,56591,64329
201603,QJK,54714,64556
201603,QJM,39847,45396
201603,QK1,49386,56723
201603,QKK,66739,74743
201603,QKS,91780,105238
201603,QM7,79510,88967
201603,QMF,79053,88265
201603,QMJ,53273,58967
201603,QMM,55193,61751
201603,QNC,61895,69850
201603,QNQ,37750,42265
201603,QNX,82329,92886
201603,QOC,24259,27276
201603,QOP,146551,169252
201603,QOQ,83587,94124
201603,QOX,38436,43617
201603,QPM,35885,40015
201603,QR1,29421,34189
201603,QRL,84699,96002
201603,QRV,88405,98537
201603,QSL,27796,31446
201603,QT1,53131,60892
201603,QT6,21424,33093
201603,QU9,78453,87212
201603,QUA,60575,69089
201603,QUE,46230,52463
201603,QUY,43467,49549
201603,QVV,40281,45883
201603,QWE,59758,67979
201603,QWO,123153,137952
201603,QWU,45995,51172
201603,QXU,49680,55125
201603,QYG,137423,153731
201604,Q44,1073,1196
201604,Q45,6093,6731
201604,Q50,1585,1768
201604,Q52,1689,1899
201604,Q53,2356,2674
201604,Q54,550,577
201604,Q55,2899,3412
201604,Q56,2224,2512
201604,Q58,1046,1111
201604,Q59,3271,3674
201604,Q61,1764,1959
201604,Q63,7165,8256
201604,Q64,3114,3613
201604,Q65,613,657
201604,Q66,3724,4557
201604,Q67,4317,5065
201604,Q68,4096,4633
201604,Q69,563,605
201604,Q99,618,912
201604,QE1,83749,93900
201604,QF7,66178,74873
201604,QGH,33745,39307
201604,QH8,57821,64365
201604,QHG,43743,48678
201604,QHL,56849,64363
201604,QHM,143643,168448
201604,QJ2,43548,48513
201604,QJG,49412,55933
201604,QJK,48673,57453
201604,QJM,36246,41425
201604,QK1,44577,51373
201604,QKK,58814,65924
201604,QKS,78737,90843
201604,QM7,67676,76021
201604,QMF,69331,77379
201604,QMJ,45894,51296
201604,QMM,48287,54341
201604,QNC,55471,62701
201604,QNQ,32217,36105
201604,QNX,71376,80513
201604,QOC,21208,23928
201604,QOP,132855,154186
201604,QOQ,75400,85096
201604,QOX,35106,39928
201604,QPM,33334,37446
201604,QR1,26636,31050
201604,QRL,74657,84423
201604,QRV,75033,84101
201604,QSL,25468,28665
201604,QT1,47098,54142
201604,QT6,19465,30356
201604,QU9,70298,78625
201604,QUA,55137,62766
201604,QUE,40832,46661
201604,QUY,38930,44541
201604,QVV,36199,41390
201604,QWE,52358,59659
201604,QWO,110676,124640
201604,QWU,42018,46657
201604,QXU,42821,47485
201604,QYG,121114,134856
201605,Q44,1014,1109
201605,Q45,6177,6828
201605,Q50,1543,1684
201605,Q52,1532,1713
201605,Q53,2205,2564
201605,Q54,45,51
201605,Q55,2551,3002
201605,Q56,2073,2330
201605,Q58,649,669
201605,Q59,2833,3166
201605,Q61,1545,1704
201605,Q63,6285,7234
201605,Q64,3035,3468
201605,Q65,584,598
201605,Q66,3411,3916
201605,Q67,4226,4820
201605,Q68,3573,3994
201605,Q69,36,36
201605,Q99,599,817
201605,QE1,75093,83906
201605,QF7,60044,67813
201605,QGH,30592,35689
201605,QH8,52159,57862
201605,QHG,40417,44674
201605,QHL,52618,59313
201605,QHM,134242,156636
201605,QJ2,39264,43733
201605,QJG,45418,51186
201605,QJK,45168,52640
201605,QJM,33401,37840
201605,QK1,41616,47722
201605,QKK,53034,59192
201605,QKS,71584,82410
201605,QM7,60458,67663
201605,QMF,62162,69706
201605,QMJ,42099,47015
201605,QMM,45151,51533
201605,QNC,51100,57359
201605,QNQ,29301,32912
201605,QNX,64458,72798
201605,QOC,19917,22347
201605,QOP,121008,139953
201605,QOQ,69507,78117
201605,QOX,31445,35734
201605,QPM,30869,34462
201605,QR1,24408,28492
201605,QRL,67447,76206
201605,QRV,67370,75783
201605,QSL,22891,25812
201605,QT1,43295,49777
201605,QT6,18054,28087
201605,QU9,63684,71221
201605,QUA,50448,57669
201605,QUE,37257,42315
201605,QUY,34029,38892
201605,QVV,33458,37826
201605,QWE,48050,54699
201605,QWO,101604,114246
201605,QWU,38246,42550
201605,QXU,39020,43191
201605,QYG,109536,122162
201606,Q44,955,1044
201606,Q45,5283,5951
201606,Q50,1504,1633
201606,Q52,1451,1593
201606,Q53,2218,2541
201606,Q54,30,33
201606,Q55,2333,2847
201606,Q56,1915,2262
201606,Q58,583,606
201606,Q59,2894,3512
201606,Q61,1521,1665
201606,Q63,6422,7408
201606,Q64,2922,3340
201606,Q65,570,607
201606,Q66,2875,3401
201606,Q67,4089,4756
201606,Q68,3350,3844
201606,Q99,664,1106
201606,QE1,72667,81706
201606,QF7,59049,67735
201606,QGH,30429,35783
201606,QH8,52133,58043
201606,QHG,40236,44844
201606,QHL,52080,58885
201606,QHM,133022,157155
201606,QJ2,39178,43891
201606,QJG,44353,50657
201606,QJK,44818,52788
201606,QJM,33757,38221
201606,QK1,40962,47355
201606,QKK,53383,60011
201606,QKS,71672,83151
201606,QM7,61856,70019
201606,QMF,63532,71241
201606,QMJ,42346,47381
201606,QMM,45263,51262
201606,QNC,50489,57483
201606,QNQ,29137,32908
201606,QNX,64244,73147
201606,QOC,20199,22802
201606,QOP,120423,139543
201606,QOQ,69267,78848
201606,QOX,31226,35922
201606,QPM,31358,35014
201606,QR1,23732,27910
201606,QRL,67212,76316
201606,QRV,67437,76220
201606,QSL,23105,26102
201606,QT1,43930,50473
201606,QT6,17689,27947
201606,QU9,64401,72364
201606,QUA,50017,57207
201606,QUE,37783,43407
201606,QUY,34541,39784
201606,QVV,32734,37409
201606,QWE,47840,54704
201606,QWO,101732,115313
201606,QWU,38468,42878
201606,QXU,39087,43672
201606,QYG,107284,120480
201607,Q44,1036,1117
201607,Q45,5476,6170
201607,Q50,1572,1750
201607,Q52,1397,1566
201607,Q53,1758,2049
201607,Q54,66,69
201607,Q55,2249,2648
201607,Q56,1935,2274
201607,Q58,564,584
201607,Q59,2927,3273
201607,Q61,1547,2498
201607,Q63,6196,7162
201607,Q64,2891,3315
201607,Q65,498,519
201607,Q66,2310,2558
201607,Q67,3935,4480
201607,Q68,3216,3660
201607,Q99,624,963
201607,QE1,74494,83712
201607,QF7,57534,65318
201607,QGH,31293,36800
201607,QH8,51117,56786
201607,QHG,39859,44480
201607,QHL,51417,58669
201607,QHM,129173,151936
201607,QJ2,40051,44698
201607,QJG,44371,50540
201607,QJK,45725,53425
201607,QJM,33210,37545
201607,QK1,39566,45415
201607,QKK,52889,59021
201607,QKS,70495,81579
201607,QM7,61697,70157
201607,QMF,60924,68843
201607,QMJ,41828,47477
201607,QMM,44481,50059
201607,QNC,50946,57461
201607,QNQ,29444,32811
201607,QNX,63824,72315
201607,QOC,19922,22431
201607,QOP,121599,140765
201607,QOQ,68349,77361
201607,QOX,31006,35471
201607,QPM,30575,34362
201607,QR1,24154,28394
201607,QRL,67184,75824
201607,QRV,67493,76424
201607,QSL,22484,25420
201607,QT1,43983,50159
201607,QT6,17499,27874
201607,QU9,63699,72388
201607,QUA,50255,57635
201607,QUE,36833,42118
201607,QUY,33641,38788
201607,QVV,32169,36876
201607,QWE,48587,55123
201607,QWO,99829,112679
201607,QWU,37451,41702
201607,QXU,39718,44217
201607,QYG,109036,121800
201608,Q44,962,1031
201608,Q45,5495,6147
201608,Q50,1418,1606
201608,Q52,1410,1550
201608,Q53,1711,1973
201608,Q54,27,30
201608,Q55,2275,2699
201608,Q56,1802,2143
201608,Q58,586,620
201608,Q59,2802,3218
201608,Q61,1245,1333
201608,Q63,5818,6840
201608,Q64,2840,3259
201608,Q65,264,332
201608,Q66,2062,2311
201608,Q67,3460,3953
201608,Q68,3125,3528
201608,Q69,3,3
201608,Q99,673,1032
201608,QE1,71030,80335
201608,QF7,54032,61799
201608,QGH,29231,34662
201608,QH8,48157,53610
201608,QHG,37139,41554
201608,QHL,48648,55376
201608,QHM,124660,147576
201608,QJ2,38184,42806
201608,QJG,41154,47197
201608,QJK,43975,51494
201608,QJM,31670,36420
201608,QK1,37698,43453
201608,QKK,48866,54745
201608,QKS,67314,77895
201608,QM7,57605,65393
201608,QMF,55404,63130
201608,QMJ,38131,43229
201608,QMM,42871,48417
201608,QNC,48543,55301
201608,QNQ,26941,30425
201608,QNX,62177,70701
201608,QOC,19260,21782
201608,QOP,114803,133829
201608,QOQ,64365,73400
201608,QOX,29345,33973
201608,QPM,29271,32937
201608,QR1,22404,26321
201608,QRL,63255,71553
201608,QRV,59734,68161
201608,QSL,22001,24968
201608,QT1,40371,47093
201608,QT6,16855,27209
201608,QU9,60443,68395
201608,QUA,47127,54045
201608,QUE,34571,40173
201608,QUY,32448,37686
201608,QVV,30505,35108
201608,QWE,45386,51560
201608,QWO,94978,107690
201608,QWU,35123,39261
201608,QXU,36923,41272
201608,QYG,103090,116360
201609,Q44,1016,1097
201609,Q45,5445,6068
201609,Q50,1520,1733
201609,Q52,1548,1741
201609,Q53,1828,2126
201609,Q55,2183,2537
201609,Q56,1756,2126
201609,Q58,564,595
201609,Q59,2790,3191
201609,Q61,1264,1354
201609,Q63,5938,6985
201609,Q64,3029,3412
201609,Q65,261,416
201609,Q66,2177,2595
201609,Q67,3677,4233
201609,Q68,2980,3298
201609,Q99,715,1034
201609,QE1,74502,83934
201609,QF7,56548,64516
201609,QGH,30558,35748
201609,QH8,50476,56158
201609,QHG,38697,43094
201609,QHL,50262,57272
201609,QHM,129806,153138
201609,QJ2,38943,43844
201609,QJG,42324,48303
201609,QJK,45491,53129
201609,QJM,33584,38160
201609,QK1,40505,46646
201609,QKK,52434,58622
201609,QKS,70685,81882
201609,QM7,60009,67853
201609,QMF,59884,67544
201609,QMJ,40836,46091
201609,QMM,44081,50111
201609,QNC,49372,56194
201609,QNQ,28917,32413
201609,QNX,63619,72020
